Frame,Video Time,Thumb,Index Finger,Middle Finger,Ring Finger,Pinky Finger,Angle
23,00:00,"(739, 252)","(797, 121)","(793, 115)","(763, 162)","(777, 191)",-40.312734121360805
24,00:01,"(737, 260)","(797, 127)","(791, 120)","(758, 170)","(777, 201)",-39.843783557930145
25,00:01,"(738, 264)","(799, 133)","(790, 132)","(759, 183)","(782, 211)",-39.3907255535542
26,00:01,"(582, 111)","(596, 101)","(570, 123)","(562, 123)","(579, 81)",-33.00310069207642
27,00:01,"(568, 125)","(600, 71)","(605, 62)","(599, 60)","(579, 65)",-32.58201571069428
28,00:01,"(817, 290)","(833, 219)","(836, 233)","(805, 300)","(810, 321)",-37.28281294399314
29,00:01,"(821, 347)","(857, 272)","(859, 287)","(829, 357)","(834, 380)",-34.91231905925173
33,00:01,"(652, 162)","(683, 130)","(670, 131)","(616, 201)","(603, 233)",-28.972465021418103
34,00:01,"(691, 187)","(708, 124)","(708, 141)","(682, 202)","(651, 243)",-26.73064545448082
35,00:01,"(732, 200)","(757, 133)","(779, 185)","(774, 235)","(736, 269)",-26.376888374011997
36,00:01,"(793, 227)","(796, 139)","(815, 207)","(802, 249)","(771, 292)",-23.99599919389045
37,00:01,"(823, 216)","(825, 159)","(850, 227)","(832, 268)","(801, 314)",-24.783969566298534
38,00:01,"(847, 227)","(852, 169)","(880, 240)","(859, 284)","(823, 333)",-24.163020250752204
39,00:01,"(878, 250)","(902, 183)","(933, 261)","(917, 316)","(868, 367)",-23.18283693155601
40,00:01,"(895, 266)","(920, 194)","(955, 276)","(932, 331)","(887, 387)",-22.51523601084556
41,00:01,"(863, 276)","(929, 231)","(949, 289)","(946, 369)","(903, 414)",-24.97690023790167
42,00:01,"(918, 276)","(946, 222)","(985, 298)","(967, 359)","(914, 412)",-22.112796526626642
43,00:01,"(905, 254)","(946, 230)","(976, 279)","(967, 341)","(918, 404)",-23.63269884006146
44,00:01,"(876, 331)","(887, 207)","(904, 223)","(932, 325)","(889, 380)",-19.89377898498299
45,00:01,"(864, 342)","(869, 233)","(873, 234)","(892, 304)","(863, 363)",-19.913857286962717
46,00:01,"(857, 403)","(864, 294)","(866, 288)","(873, 328)","(860, 396)",-16.508913904848463
48,00:02,"(849, 678)","(883, 691)","(878, 694)","(868, 695)","(852, 692)",-2.6301126633575893
57,00:02,"(668, 603)","(664, 622)","(596, 608)","(561, 597)","(546, 588)",9.684721011554135
58,00:02,"(647, 562)","(591, 553)","(554, 539)","(527, 536)","(507, 535)",7.2230881465465835
59,00:02,"(895, 592)","(936, 553)","(934, 576)","(911, 630)","(909, 648)",-17.19715024195167
60,00:02,"(543, 412)","(528, 423)","(520, 457)","(469, 433)","(427, 430)",1.2659990003947306
61,00:02,"(556, 399)","(521, 417)","(523, 433)","(487, 429)","(445, 434)",0.3091468893766929
62,00:02,"(545, 391)","(483, 383)","(499, 416)","(452, 419)","(418, 439)",0.7358686312043301
63,00:02,"(511, 371)","(450, 401)","(446, 428)","(443, 447)","(426, 475)",0.0
64,00:02,"(481, 366)","(444, 427)","(437, 441)","(435, 457)","(412, 486)",-1.071937318329857
65,00:02,"(465, 384)","(429, 440)","(399, 461)","(384, 487)","(372, 527)",-1.970690193430802
66,00:02,"(460, 402)","(442, 436)","(433, 450)","(423, 462)","(403, 485)",-2.9866369904751666
74,00:03,"(466, 467)","(450, 465)","(471, 523)","(486, 540)","(512, 532)",-6.973640797510706
75,00:03,"(437, 492)","(437, 511)","(464, 549)","(477, 565)","(494, 566)",-2.489552921999156
76,00:03,"(432, 532)","(446, 558)","(464, 584)","(474, 596)","(489, 593)",3.840482473922857
77,00:03,"(437, 562)","(437, 599)","(449, 616)","(465, 611)","(478, 600)",8.972626614896393
78,00:03,"(413, 571)","(420, 597)","(433, 608)","(449, 619)","(473, 624)",6.355417836307021
79,00:03,"(414, 543)","(426, 549)","(447, 581)","(463, 603)","(472, 617)",0.13839533353584685
80,00:03,"(433, 537)","(431, 531)","(446, 565)","(466, 593)","(472, 624)",-2.1162022496234654
